filename,label
green_frog_s_001320.png,frog
compact_car_s_001038.png,automobile
freighter_s_001351.png,ship
mutt_s_000251.png,dog
accentor_s_000303.png,bird
lorry_s_001154.png,truck
fire_truck_s_000894.png,truck
cargo_vessel_s_000731.png,ship
cruiser_s_000774.png,automobile
lippizan_s_000359.png,horse
broodmare_s_001741.png,horse
fighter_aircraft_s_000876.png,airplane
amphibious_aircraft_s_000216.png,airplane
leopard_frog_s_000339.png,frog
trucking_rig_s_001315.png,truck
shooting_brake_s_000886.png,automobile
pipit_s_000549.png,bird
ostrich_s_002148.png,bird
trucking_rig_s_001600.png,truck
alauda_arvensis_s_000755.png,bird
rana_temporaria_s_001087.png,frog
bufo_s_000136.png,frog
estate_car_s_000529.png,automobile
aerial_ladder_truck_s_000997.png,truck
toy_spaniel_s_000384.png,dog
amphibious_aircraft_s_001195.png,airplane
fallow_deer_s_001598.png,deer
quarter_horse_s_000414.png,horse
anuran_s_000712.png,frog
arabian_s_001366.png,horse
auto_s_000040.png,automobile
cargo_ship_s_001063.png,ship
motorcar_s_000121.png,automobile
motorcar_s_000305.png,automobile
anthus_pratensis_s_001071.png,bird
cruiser_s_000294.png,ship
wagon_s_000763.png,automobile
alley_cat_s_002579.png,cat
tabby_cat_s_000825.png,cat
spadefoot_s_000051.png,frog
wagtail_s_002075.png,bird
fallow_deer_s_001697.png,deer
garbage_truck_s_000777.png,truck
moving_van_s_000067.png,truck
mongrel_s_000696.png,dog
red_deer_s_000741.png,deer
true_cat_s_001768.png,cat
spadefoot_s_000377.png,frog
lipizzan_s_001233.png,horse
japanese_deer_s_000163.png,deer
toad_s_002436.png,frog
police_boat_s_001421.png,ship
puppy_s_002062.png,dog
lapdog_s_001869.png,dog
elk_s_001196.png,deer
domestic_cat_s_001235.png,cat
car_s_000057.png,automobile
lightship_s_000064.png,ship
fallow_deer_s_001997.png,deer
quarter_horse_s_000022.png,horse
bufo_calamita_s_000566.png,frog
biplane_s_000624.png,airplane
fire_truck_s_001616.png,truck
japanese_spaniel_s_000037.png,dog
ambulance_s_001394.png,automobile
domestic_cat_s_001056.png,cat
tugboat_s_001384.png,ship
emu_s_000072.png,bird
gelding_s_000206.png,horse
puppy_s_000637.png,dog
tabby_cat_s_002607.png,cat
elk_s_001198.png,deer
estate_car_s_001496.png,automobile
peke_s_001338.png,dog
arabian_s_001018.png,horse
fighter_aircraft_s_000538.png,airplane
fallow_deer_s_001164.png,deer
lippizan_s_000390.png,horse
toy_dog_s_000932.png,dog
maltese_s_002151.png,dog
car_s_000002.png,automobile
jumbo_jet_s_000697.png,airplane
dump_truck_s_000008.png,truck
spadefoot_s_000084.png,frog
motortruck_s_000014.png,truck
jetliner_s_001502.png,airplane
tanker_s_000157.png,ship
riding_horse_s_001870.png,horse
cabin_cruiser_s_000096.png,ship
dredger_s_001623.png,ship
pipit_s_001102.png,bird
mongrel_s_002430.png,dog
skylark_s_000150.png,bird
cat_s_001604.png,cat
puppy_s_000211.png,dog
airbus_s_001124.png,airplane
leopard_frog_s_001021.png,frog
wagon_s_001824.png,automobile
garbage_truck_s_000147.png,truck
tabby_s_001354.png,cat
rana_temporaria_s_000295.png,frog
lorry_s_000364.png,truck
estate_car_s_000075.png,automobile
tabby_s_000970.png,cat
fire_engine_s_000985.png,truck
toad_s_000022.png,frog
texas_toad_s_000215.png,frog
broodmare_s_000707.png,horse
car_s_000286.png,automobile
twinjet_s_000565.png,airplane
truck_s_001385.png,truck
toy_dog_s_000752.png,dog
police_boat_s_000092.png,ship
toy_dog_s_001197.png,dog
cassowary_s_002446.png,bird
articulated_lorry_s_000050.png,truck
monoplane_s_000781.png,airplane
lightship_s_000343.png,ship
powerboat_s_001486.png,ship
jumbo_jet_s_000071.png,airplane
bufo_debilis_s_000024.png,frog
transporter_s_000272.png,truck
estate_car_s_000743.png,automobile
motorcar_s_000697.png,automobile
rana_catesbeiana_s_001655.png,frog
tabby_s_000675.png,cat
remount_s_000285.png,horse
rana_catesbeiana_s_001521.png,frog
true_frog_s_000223.png,frog
airliner_s_002304.png,airplane
natterjack_s_000987.png,frog
leptodactylid_s_000082.png,frog
coupe_s_001892.png,automobile
quarter_horse_s_000419.png,horse
car_s_001323.png,automobile
maltese_dog_s_001043.png,dog
boat_s_000543.png,ship
tabby_cat_s_001537.png,cat
rana_catesbeiana_s_001096.png,frog
bufo_bufo_s_000326.png,frog
pilot_boat_s_000646.png,ship
toad_frog_s_001672.png,frog
boat_s_000988.png,ship
deer_s_001383.png,deer
bufo_bufo_s_000261.png,frog
leopard_frog_s_000763.png,frog
coupe_s_002178.png,automobile
cat_s_000663.png,cat
ship_s_000175.png,ship
house_cat_s_001471.png,cat
stag_s_001458.png,deer
station_wagon_s_001337.png,automobile
quarter_horse_s_002201.png,horse
coupe_s_000698.png,automobile
tomcat_s_002553.png,cat
scow_s_001266.png,ship
chihuahua_s_000385.png,dog
convertible_s_001500.png,automobile
convertible_s_000408.png,automobile
odocoileus_hemionus_s_000512.png,deer
jumbo_jet_s_000971.png,airplane
truck_s_000650.png,truck
domestic_cat_s_001288.png,cat
walking_horse_s_000194.png,horse
elk_s_001657.png,deer
tipper_truck_s_000287.png,truck
dumper_s_000648.png,truck
struthio_camelus_s_000225.png,bird
woodland_caribou_s_000803.png,deer
ladder_truck_s_000795.png,truck
pantechnicon_s_000230.png,truck
shooting_brake_s_000229.png,automobile
jetliner_s_001349.png,airplane
toy_dog_s_001280.png,dog
dump_truck_s_002104.png,truck
twinjet_s_001360.png,airplane
tugboat_s_000715.png,ship
passerine_s_000360.png,bird
automobile_s_002337.png,automobile
honey_eater_s_001422.png,bird
attack_aircraft_s_001304.png,airplane
toy_dog_s_000114.png,dog
anuran_s_000550.png,frog
mouser_s_000382.png,cat
sparrow_s_000037.png,bird
stud_mare_s_001038.png,horse
speedboat_s_002588.png,ship
passenger_ship_s_002153.png,ship
bufo_bufo_s_001876.png,frog
biplane_s_000651.png,airplane
gelding_s_001785.png,horse
trucking_rig_s_001598.png,truck
deer_s_000309.png,deer
pekingese_s_001946.png,dog
frog_s_002802.png,frog
cervus_unicolor_s_000290.png,deer
honey_eater_s_000478.png,bird
automobile_s_001152.png,automobile
coupe_s_000846.png,automobile
flying_bird_s_000252.png,bird
automobile_s_002343.png,automobile
japanese_spaniel_s_001162.png,dog
fire_truck_s_000043.png,truck
semi_s_001207.png,truck
fighter_aircraft_s_001840.png,airplane
ship_s_001976.png,ship
caribou_s_001222.png,deer
police_cruiser_s_001347.png,automobile
coupe_s_000042.png,automobile
bufo_bufo_s_000995.png,frog
tabby_s_001148.png,cat
true_cat_s_000476.png,cat
garbage_truck_s_001442.png,truck
fighter_aircraft_s_000385.png,airplane
quarter_horse_s_001602.png,horse
camion_s_000116.png,truck
tennessee_walker_s_000539.png,horse
lipizzan_s_000452.png,horse
trucking_rig_s_001594.png,truck
shooting_brake_s_001611.png,automobile
puppy_s_002096.png,dog
auto_s_000855.png,automobile
bufo_marinus_s_001364.png,frog
natterjack_s_000036.png,frog
pontoon_s_000643.png,ship
stallion_s_001256.png,horse
coupe_s_001863.png,automobile
house_cat_s_000079.png,cat
jetliner_s_000981.png,airplane
felis_catus_s_000853.png,cat
tabby_cat_s_000827.png,cat
struthio_camelus_s_001250.png,bird
fawn_s_001915.png,deer
canis_familiaris_s_001298.png,dog
lipizzan_s_002122.png,horse
toy_spaniel_s_001133.png,dog
dump_truck_s_000029.png,truck
fighter_s_001042.png,airplane
domestic_cat_s_000493.png,cat
cervus_elaphus_s_001764.png,deer
airbus_s_000627.png,airplane
fawn_s_001452.png,deer
fallow_deer_s_000959.png,deer
spadefoot_s_000777.png,frog
seaplane_s_001639.png,airplane
plane_s_001066.png,airplane
bufo_viridis_s_000348.png,frog
crapaud_s_000051.png,frog
seaplane_s_001447.png,airplane
boat_s_000404.png,ship
convertible_s_001242.png,automobile
toad_s_000201.png,frog
finch_s_000494.png,bird
fire_engine_s_001437.png,truck
pipit_s_000226.png,bird
toy_dog_s_000960.png,dog
delivery_truck_s_001121.png,truck
bufo_marinus_s_001506.png,frog
studhorse_s_000010.png,horse
woodland_caribou_s_001003.png,deer
station_wagon_s_000260.png,automobile
pilot_boat_s_000356.png,ship
stud_mare_s_001497.png,horse
tabby_cat_s_001966.png,cat
american_toad_s_000006.png,frog
tipper_s_000010.png,truck
tomcat_s_002230.png,cat
dive_bomber_s_001120.png,airplane
wapiti_s_000802.png,deer
biplane_s_000862.png,airplane
blenheim_spaniel_s_000589.png,dog
shooting_brake_s_001161.png,automobile
jetliner_s_000400.png,airplane
tabby_s_000923.png,cat
alces_alces_s_000361.png,deer
police_boat_s_000002.png,ship
mutt_s_001696.png,dog
cervus_elaphus_s_001695.png,deer
quarter_horse_s_000752.png,horse
accentor_s_000449.png,bird
tabby_cat_s_000144.png,cat
fire_engine_s_001513.png,truck
tennessee_walking_horse_s_001187.png,horse
bufo_s_001247.png,frog
arabian_s_002147.png,horse
compact_s_001258.png,automobile
elk_s_002339.png,deer
stud_mare_s_001384.png,horse
fighter_aircraft_s_000745.png,airplane
police_cruiser_s_001047.png,automobile
lipizzan_s_001764.png,horse
cat_s_000331.png,cat
taxi_s_000701.png,automobile
boat_s_000432.png,ship
japanese_deer_s_000942.png,deer
sambar_s_000076.png,deer
ostrich_s_001559.png,bird
dive_bomber_s_000185.png,airplane
lark_s_001532.png,bird
flightless_bird_s_000480.png,bird
stealth_fighter_s_001312.png,airplane
jumbojet_s_000789.png,airplane
delivery_truck_s_000510.png,truck
biplane_s_001901.png,airplane
lorry_s_001185.png,truck
crapaud_s_000511.png,frog
boat_s_001280.png,ship
bird_s_001357.png,bird
stud_mare_s_001477.png,horse
arabian_s_000751.png,horse
rangifer_caribou_s_000586.png,deer
monoplane_s_000036.png,airplane
house_cat_s_001321.png,cat
stealth_fighter_s_000240.png,airplane
oil_tanker_s_000129.png,ship
tipper_truck_s_000416.png,truck
roe_deer_s_000358.png,deer
rhea_americana_s_000475.png,bird
lippizaner_s_000517.png,horse
cassowary_s_000297.png,bird
pekingese_s_001675.png,dog
accentor_s_001058.png,bird
lapdog_s_000227.png,dog
auto_s_001153.png,automobile
fire_engine_s_000443.png,truck
muntjac_s_000815.png,deer
lightship_s_000090.png,ship
dog_s_002441.png,dog
auto_s_001951.png,automobile
arabian_s_000328.png,horse
odocoileus_hemionus_s_000188.png,deer
barking_deer_s_000019.png,deer
dive_bomber_s_001486.png,airplane
bufo_viridis_s_000503.png,frog
wrecker_s_002294.png,truck
monoplane_s_000206.png,airplane
arabian_s_002282.png,horse
speedboat_s_002160.png,ship
cargo_vessel_s_002136.png,ship
garbage_truck_s_000726.png,truck
delivery_truck_s_001468.png,truck
house_cat_s_002240.png,cat
house_cat_s_000045.png,cat
caribou_s_002007.png,deer
propeller_plane_s_000451.png,airplane
fallow_deer_s_001082.png,deer
dog_s_001897.png,dog
bufo_bufo_s_001631.png,frog
spadefoot_s_000191.png,frog
multiengine_airplane_s_000186.png,airplane
auto_s_002359.png,automobile
stealth_bomber_s_001607.png,airplane
passenger_ship_s_000582.png,ship
airliner_s_001297.png,airplane
fallow_deer_s_000973.png,deer
speedboat_s_000178.png,ship
boat_s_001444.png,ship
estate_car_s_000712.png,automobile
english_toy_spaniel_s_000888.png,dog
passerine_s_000699.png,bird
rana_pipiens_s_000286.png,frog
tanker_s_000025.png,ship
car_s_001956.png,automobile
stealth_bomber_s_000424.png,airplane
airliner_s_001070.png,airplane
stud_mare_s_001348.png,horse
quarter_horse_s_000282.png,horse
maltese_s_001818.png,dog
lorry_s_001786.png,truck
true_frog_s_000064.png,frog
cassowary_s_001372.png,bird
houseboat_s_000626.png,ship
domestic_cat_s_000035.png,cat
deer_s_001596.png,deer
cow_pony_s_000803.png,horse
tabby_cat_s_001466.png,cat
tipper_truck_s_001525.png,truck
stealth_fighter_s_000533.png,airplane
station_wagon_s_000750.png,automobile
wagtail_s_001549.png,bird
rangifer_caribou_s_000985.png,deer
cargo_ship_s_000408.png,ship
cab_s_000788.png,automobile
flatboat_s_000044.png,ship
bufo_viridis_s_000457.png,frog
fallow_deer_s_000040.png,deer
barren_ground_caribou_s_000077.png,deer
pekinese_s_000453.png,dog
female_horse_s_000358.png,horse
compact_car_s_000869.png,automobile
tabby_cat_s_002454.png,cat
delivery_truck_s_000864.png,truck
cargo_ship_s_000802.png,ship
attack_aircraft_s_000037.png,airplane
convertible_s_000037.png,automobile
broodmare_s_001448.png,horse
toy_spaniel_s_001286.png,dog
packet_boat_s_001206.png,ship
ostrich_s_001564.png,bird
hospital_ship_s_001658.png,ship
stealth_bomber_s_001035.png,airplane
stag_s_002583.png,deer
police_cruiser_s_000629.png,automobile
merchant_ship_s_001242.png,ship
dump_truck_s_001584.png,truck
cargo_ship_s_001830.png,ship
nandu_s_000721.png,bird
garbage_truck_s_001119.png,truck
lorry_s_002317.png,truck
wagtail_s_001445.png,bird
lipizzan_s_002049.png,horse
maltese_s_000948.png,dog
quarter_horse_s_000798.png,horse
house_cat_s_001472.png,cat
tank_ship_s_001155.png,ship
hospital_ship_s_001838.png,ship
mule_deer_s_000581.png,deer
deer_s_001329.png,deer
rhea_americana_s_000268.png,bird
lippizan_s_000440.png,horse
convertible_s_002117.png,automobile
bufo_marinus_s_001567.png,frog
roe_deer_s_000690.png,deer
twinjet_s_000481.png,airplane
american_elk_s_001743.png,deer
bufo_viridis_s_000254.png,frog
dumper_s_000179.png,truck
lippizan_s_000323.png,horse
leopard_frog_s_000058.png,frog
prunella_modularis_s_000578.png,bird
maltese_s_001867.png,dog
toy_dog_s_001358.png,dog
police_cruiser_s_000500.png,automobile
broodmare_s_001589.png,horse
passerine_s_000381.png,bird
accentor_s_000424.png,bird
finch_s_000617.png,bird
trucking_rig_s_001111.png,truck
canis_familiaris_s_001059.png,dog
cervus_elaphus_s_000813.png,deer
cassowary_s_000339.png,bird
buckskin_s_000325.png,horse
lightship_s_001019.png,ship
shooting_brake_s_001330.png,automobile
tomcat_s_002649.png,cat
barren_ground_caribou_s_000174.png,deer
cat_s_000572.png,cat
walking_horse_s_002079.png,horse
rana_temporaria_s_001139.png,frog
tipper_s_000007.png,truck
freighter_s_000661.png,ship
stealth_fighter_s_000020.png,airplane
goliath_frog_s_000205.png,frog
stealth_bomber_s_000703.png,airplane
prunella_modularis_s_000795.png,bird
struthio_camelus_s_000331.png,bird
dunnock_s_000956.png,bird
auto_s_001284.png,automobile
scow_s_000831.png,ship
fallow_deer_s_001256.png,deer
stealth_fighter_s_001297.png,airplane
estate_car_s_000845.png,automobile
ship_s_001691.png,ship
abandoned_ship_s_000977.png,ship
wagon_s_001298.png,automobile
feist_s_000354.png,dog
lipizzan_s_001600.png,horse
leopard_frog_s_001700.png,frog
cervus_elaphus_s_000066.png,deer
toy_s_000517.png,dog
cargo_ship_s_000556.png,ship
stallion_s_001717.png,horse
coupe_s_001004.png,automobile
camion_s_001068.png,truck
coupe_s_000001.png,automobile
garbage_truck_s_001253.png,truck
sea_boat_s_001960.png,ship
capreolus_capreolus_s_001169.png,deer
lippizan_s_000681.png,horse
tabby_s_000512.png,cat
pontoon_s_000271.png,ship
sea_boat_s_001502.png,ship
lark_s_000700.png,bird
leopard_frog_s_001074.png,frog
rana_palustris_s_000022.png,frog
lippizaner_s_001181.png,horse
wagon_s_000155.png,automobile
american_toad_s_001410.png,frog
cargo_vessel_s_000659.png,ship
station_wagon_s_001705.png,automobile
transporter_s_000076.png,truck
broodmare_s_001098.png,horse
passenger_ship_s_000050.png,ship
tabby_cat_s_000484.png,cat
fighter_s_000276.png,airplane
car_s_000506.png,automobile
stealth_fighter_s_000139.png,airplane
pleasure_craft_s_000076.png,ship
cruiser_s_000744.png,ship
tabby_cat_s_002478.png,cat
attack_aircraft_s_000423.png,airplane
stealth_fighter_s_000460.png,airplane
police_cruiser_s_000787.png,automobile
mongrel_s_000381.png,dog
attack_aircraft_s_001166.png,airplane
supertanker_s_000557.png,ship
tugboat_s_000807.png,ship
stud_mare_s_000413.png,horse
lorry_s_001039.png,truck
trailer_truck_s_001496.png,truck
airliner_s_001477.png,airplane
camion_s_001521.png,truck
alces_alces_s_000404.png,deer
automobile_s_000315.png,automobile
tabby_cat_s_001542.png,cat
pickerel_frog_s_000003.png,frog
spring_frog_s_000318.png,frog
roebuck_s_000153.png,deer
reindeer_s_000121.png,deer
male_horse_s_000008.png,horse
dog_s_000052.png,dog
bufo_bufo_s_001959.png,frog
stealth_bomber_s_000492.png,airplane
pilot_boat_s_001819.png,ship
attack_aircraft_s_001187.png,airplane
house_cat_s_000812.png,cat
cassowary_s_000138.png,bird
boat_s_000490.png,ship
wapiti_s_000884.png,deer
bufo_bufo_s_001492.png,frog
delivery_truck_s_000157.png,truck
truck_s_000060.png,truck
stud_mare_s_000506.png,horse
fighter_aircraft_s_000655.png,airplane
true_cat_s_000127.png,cat
tabby_s_000228.png,cat
american_green_toad_s_000007.png,frog
quarter_horse_s_001833.png,horse
odocoileus_hemionus_s_001090.png,deer
tipper_lorry_s_000527.png,truck
compact_car_s_001200.png,automobile
pickerel_frog_s_000242.png,frog
finch_s_000308.png,bird
arabian_s_002456.png,horse
dunnock_s_001476.png,bird
emu_s_002196.png,bird
plane_s_000065.png,airplane
european_toad_s_000360.png,frog
arabian_s_002383.png,horse
dog_s_002098.png,dog
quarter_horse_s_001757.png,horse
rana_temporaria_s_001922.png,frog
cargo_ship_s_001318.png,ship
tip_truck_s_001017.png,truck
biplane_s_001055.png,airplane
camion_s_001255.png,truck
red_deer_s_000756.png,deer
capreolus_capreolus_s_000822.png,deer
lippizaner_s_000840.png,horse
propeller_plane_s_001438.png,airplane
dumper_s_000646.png,truck
capreolus_capreolus_s_000284.png,deer
truck_s_000526.png,truck
bufo_s_001473.png,frog
fire_engine_s_001449.png,truck
elk_s_001164.png,deer
canis_familiaris_s_001319.png,dog
tennessee_walking_horse_s_000005.png,horse
truck_s_000838.png,truck
rhea_s_001649.png,bird
mule_deer_s_002514.png,deer
canis_familiaris_s_000143.png,dog
police_cruiser_s_001073.png,automobile
cervus_sika_s_000273.png,deer
cat_s_001584.png,cat
tipper_lorry_s_000313.png,truck
bufo_americanus_s_001202.png,frog
english_toy_spaniel_s_000735.png,dog
bufo_calamita_s_000043.png,frog
tipper_s_000180.png,truck
tabby_cat_s_000881.png,cat
tabby_cat_s_001644.png,cat
blenheim_spaniel_s_000330.png,dog
attack_aircraft_s_001138.png,airplane
arabian_s_002270.png,horse
cassowary_s_000845.png,bird
wagon_s_000692.png,automobile
tabby_cat_s_000319.png,cat
american_toad_s_000077.png,frog
moose_s_001500.png,deer
airliner_s_001406.png,airplane
fighter_aircraft_s_000966.png,airplane
dunnock_s_000055.png,bird
pekingese_s_002399.png,dog
twinjet_s_000739.png,airplane
automobile_s_002249.png,automobile
airliner_s_000669.png,airplane
wagtail_s_001656.png,bird
tabby_s_001949.png,cat
dump_truck_s_001009.png,truck
freighter_s_000436.png,ship
fallow_deer_s_001171.png,deer
trucking_rig_s_000684.png,truck
ship_s_000249.png,ship
monoplane_s_000416.png,airplane
songbird_s_002066.png,bird
rana_catesbeiana_s_000602.png,frog
red_deer_s_000536.png,deer
elk_s_001583.png,deer
stealth_fighter_s_001313.png,airplane
station_wagon_s_002498.png,automobile
pleasure_boat_s_001949.png,ship
cargo_ship_s_000060.png,ship
tabby_cat_s_001767.png,cat
crapaud_s_000055.png,frog
dump_truck_s_002008.png,truck
bufo_viridis_s_000506.png,frog
bullfrog_s_001295.png,frog
riding_horse_s_001884.png,horse
boat_s_002344.png,ship
ostrich_s_000950.png,bird
muntjac_s_000681.png,deer
pekingese_s_000279.png,dog
lipizzan_s_002052.png,horse
rana_pipiens_s_000570.png,frog
toy_s_002250.png,dog
tabby_s_001940.png,cat
dive_bomber_s_001294.png,airplane
mutt_s_000086.png,dog
biplane_s_000701.png,airplane
toy_s_000964.png,dog
jetliner_s_000807.png,airplane
barge_s_000426.png,ship
cassowary_s_000255.png,bird
rana_clamitans_s_000059.png,frog
quarter_horse_s_000222.png,horse
tomcat_s_000377.png,cat
scow_s_000687.png,ship
emu_s_001571.png,bird
coupe_s_001625.png,automobile
roan_s_000199.png,horse
bufo_bufo_s_000626.png,frog
tennessee_walking_horse_s_001470.png,horse
station_wagon_s_001497.png,automobile
jumbo_jet_s_001056.png,airplane
trailer_truck_s_000099.png,truck
puppy_s_000502.png,dog
pekingese_s_002101.png,dog
propeller_plane_s_001193.png,airplane
car_s_001009.png,automobile
lipizzan_s_002011.png,horse
green_frog_s_001375.png,frog
tipper_lorry_s_000586.png,truck
jetliner_s_000509.png,airplane
musk_deer_s_000211.png,deer
appaloosa_s_002251.png,horse
arabian_s_001642.png,horse
compact_car_s_000435.png,automobile
chihuahua_s_000063.png,dog
semi_s_000462.png,truck
wapiti_s_000455.png,deer
twinjet_s_001120.png,airplane
cargo_vessel_s_001235.png,ship
peke_s_000274.png,dog
dump_truck_s_001422.png,truck
dump_truck_s_001863.png,truck
tailed_frog_s_000638.png,frog
gelding_s_000965.png,horse
coupe_s_000056.png,automobile
pleasure_craft_s_000625.png,ship
house_cat_s_001328.png,cat
struthio_camelus_s_000081.png,bird
domestic_cat_s_000051.png,cat
passenger_ship_s_000948.png,ship
sparrow_s_002697.png,bird
prunella_modularis_s_000302.png,bird
fallow_deer_s_000192.png,deer
rana_palustris_s_000107.png,frog
attack_aircraft_s_001075.png,airplane
twinjet_s_000046.png,airplane
chihuahua_s_001038.png,dog
tabby_cat_s_001004.png,cat
cargo_vessel_s_001812.png,ship
dunnock_s_000037.png,bird
tabby_s_001740.png,cat
gelding_s_001638.png,horse
anthus_pratensis_s_001166.png,bird
camion_s_001988.png,truck
alley_cat_s_001645.png,cat
oil_tanker_s_001626.png,ship
tennessee_walking_horse_s_000355.png,horse
containership_s_000812.png,ship
passerine_s_000801.png,bird
lipizzan_s_000635.png,horse
truck_s_000635.png,truck
twinjet_s_000450.png,airplane
honey_eater_s_000702.png,bird
tabby_s_000039.png,cat
pipit_s_000827.png,bird
elephant_bird_s_001004.png,bird
night_bird_s_000241.png,bird
alley_cat_s_001301.png,cat
house_cat_s_000332.png,cat
bufo_americanus_s_000492.png,frog
wagtail_s_001443.png,bird
tabby_cat_s_000587.png,cat
gamecock_s_000098.png,bird
cargo_ship_s_001867.png,ship
seaplane_s_000416.png,airplane
english_toy_spaniel_s_001058.png,dog
japanese_spaniel_s_001324.png,dog
coupe_s_000179.png,automobile
american_elk_s_000201.png,deer
chihuahua_s_000666.png,dog
spadefoot_s_000219.png,frog
bufo_s_001733.png,frog
struthio_camelus_s_001368.png,bird
arab_s_000456.png,horse
monoplane_s_001154.png,airplane
coupe_s_001690.png,automobile
dawn_horse_s_000752.png,horse
tennessee_walking_horse_s_000013.png,horse
cabin_cruiser_s_001500.png,ship
sparrow_s_001750.png,bird
aerial_ladder_truck_s_001306.png,truck
dromaius_novaehollandiae_s_000433.png,bird
passerine_s_000376.png,bird
caribou_s_001447.png,deer
bird_s_000356.png,bird
motorcar_s_001389.png,automobile
auto_s_000675.png,automobile
automobile_s_001833.png,automobile
rana_temporaria_s_000008.png,frog
spring_frog_s_001263.png,frog
barking_frog_s_000397.png,frog
puppy_s_000785.png,dog
convertible_s_001861.png,automobile
convertible_s_000859.png,automobile
american_saddle_horse_s_000039.png,horse
biplane_s_000244.png,airplane
red_deer_s_000704.png,deer
tabby_s_001071.png,cat
tabby_cat_s_002548.png,cat
tennessee_walker_s_001791.png,horse
auto_s_002048.png,automobile
dromaius_novaehollandiae_s_000296.png,bird
felis_catus_s_001460.png,cat
peke_s_000440.png,dog
chihuahua_s_000349.png,dog
lapdog_s_002195.png,dog
bufo_marinus_s_001243.png,frog
convertible_s_001433.png,automobile
mule_deer_s_000628.png,deer
tabby_s_000410.png,cat
stud_s_000099.png,horse
passenger_ship_s_001530.png,ship
scow_s_000131.png,ship
tabby_s_001868.png,cat
bufo_bufo_s_002334.png,frog
bufo_viridis_s_000152.png,frog
passerine_s_001306.png,bird
house_cat_s_002116.png,cat
jetliner_s_001188.png,airplane
moving_van_s_001359.png,truck
wapiti_s_000663.png,deer
felis_catus_s_000998.png,cat
sea_boat_s_001979.png,ship
fighter_aircraft_s_001776.png,airplane
fighter_aircraft_s_001096.png,airplane
shooting_brake_s_000774.png,automobile
automobile_s_001310.png,automobile
pekingese_s_001023.png,dog
american_elk_s_000455.png,deer
trucking_rig_s_001243.png,truck
house_cat_s_000877.png,cat
